4.928174351419408340e+05,5.527514138842194341e+06,1.570081273171589409e+00
4.928174354277520906e+05,5.527514538548172452e+06,1.570081273171589187e+00
4.928174352927202126e+05,5.527514933367196470e+06,1.571138336334805485e+00
4.928174351526356186e+05,5.527515333211750723e+06,1.571146674415743405e+00
4.928174350121499738e+05,5.527515733056991361e+06,-4.712037630350358164e+00
4.928174348718968686e+05,5.527516132903548889e+06,1.571147094100024733e+00
4.928174347298761713e+05,5.527516532748484053e+06,-4.712033790963047863e+00
4.928174345883087954e+05,5.527516932595016435e+06,1.571150381059711165e+00
4.928174344439536217e+05,5.527517332440183498e+06,1.571157354460872568e+00
4.928174216289823526e+05,5.527517732561519369e+06,1.602813095357330297e+00
4.928172643508283654e+05,5.527518129359204322e+06,1.948168296178304004e+00
4.928169377627369831e+05,5.527518382513082586e+06,-3.800994743856808356e+00
4.928165361902235309e+05,5.527518376637207344e+06,-3.126961532790998977e+00
4.928162205756762414e+05,5.527518129724603146e+06,-2.477723527013488525e+00
4.928160017962746788e+05,5.527517794973390177e+06,-2.149668855526283728e+00
4.928157869639949640e+05,5.527517457736985758e+06,-8.421190429714505044e+00
4.928155683685318218e+05,5.527517129118333571e+06,-8.440964654497411956e+00
4.928152393433054094e+05,5.527516916095859371e+06,-2.567022653110836217e+00
4.928148488819392514e+05,5.527516968003310263e+06,-3.273756487277672989e+00
4.928145836491477094e+05,5.527517255512334406e+06,-3.967270353245832659e+00
4.928145597532033571e+05,5.527517648300551809e+06,-4.651627154759132132e+00
4.928146151661567856e+05,5.527518044082455337e+06,1.431691744441960346e+00
4.928146705842471565e+05,5.527518440076275729e+06,1.431752507569690192e+00
4.928147259900312638e+05,5.527518836068227887e+06,1.431782340226271266e+00
4.928147790422177641e+05,5.527519233485105447e+06,1.438088376754560027e+00
4.928147123699241783e+05,5.527519650955417193e+06,1.729164400446094429e+00
4.928144946829671971e+05,5.527520051395330578e+06,2.068727709022387895e+00
4.928141721901815035e+05,5.527520289828523993e+06,2.504946164463713654e+00
4.928138021237781504e+05,5.527520438527824357e+06,2.759520115277120045e+00
4.928134309816290042e+05,5.527520587335854769e+06,2.760270862221151145e+00
4.928130975119218347e+05,5.527520719201734290e+06,2.765027064108755539e+00
4.928129070943093393e+05,5.527520788272625767e+06,2.793619094618131626e+00
